"uid"	"domainID"	"siteID"	"plotID"	"namedLocation"	"laboratoryName"	"collectDate"	"processedDate"	"geneticSampleID"	"deprecatedVialID"	"dnaSampleID"	"internalLabID"	"sequenceAnalysisType"	"testProtocolVersion"	"sampleMaterial"	"sampleMass"	"nucleicAcidConcentration"	"nucleicAcidPurity"	"nucleicAcidQuantMethod"	"dnaPooledStatus"	"qaqcStatus"	"dnaProcessedBy"	"remarks"	"dataQF"	"publicationDate"
"2488"	"2f5f6ea8-39c0-4d04-b1a2-2d1754707213"	"D03"	"JERC"	"JERC_002"	"JERC_002.basePlot.bgc"	"Battelle Applied Genomics"	2017-11-07 21:20:00	2018-10-02	"JERC_002-M-22.5-2.5-20171107-GEN"	NA	"JERC_002-M-22.5-2.5-20171107-GEN-DNA1"	"BMI_PLATE76WELLE2"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	49	NA	"Quantus"	"N"	"Pass"	"hZbYwvE98vB2DUBZASEJ+w=="	NA	NA	"20200407T135922Z"
"2565"	"84193469-2d22-4460-932c-ae022e37ff20"	"D03"	"OSBS"	"OSBS_001"	"OSBS_001.basePlot.bgc"	"Battelle Applied Genomics"	2014-07-01 16:00:00	2017-12-20	"OSBS_001-M-17-34-20140701-GEN"	NA	"OSBS_001-M-17-34-20140701-GEN-DNA3"	"BMI_Plate21WellA10"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	7.5	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j84bevQiWP468w=="	NA	NA	"20200407T134306Z"
"2609"	"60efd32f-a640-4869-a18d-98c96edb1935"	"D03"	"OSBS"	"OSBS_031"	"OSBS_031.basePlot.bgc"	"Battelle Applied Genomics"	2016-04-18 14:40:00	2018-06-11	"OSBS_031-M-14-37-20160418-GEN"	NA	"OSBS_031-M-14-37-20160418-GEN-DNA1"	"BMI_Plate67WellD5"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	21	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T134255Z"
"2610"	"b1de25e5-0a1a-41bc-a1ed-986289c0bcd6"	"D03"	"OSBS"	"OSBS_026"	"OSBS_026.basePlot.bgc"	"Battelle Applied Genomics"	2016-04-18 17:15:00	2018-06-11	"OSBS_026-M-2-18-20160418-GEN"	NA	"OSBS_026-M-2-18-20160418-GEN-DNA1"	"BMI_Plate67WellC10"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	12	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T134255Z"
"2611"	"de64fac6-2157-4e40-b2b1-d14aa6c9ee37"	"D03"	"OSBS"	"OSBS_026"	"OSBS_026.basePlot.bgc"	"Battelle Applied Genomics"	2016-04-18 17:40:00	2018-06-11	"OSBS_026-M-30-39.5-20160418-GEN"	NA	"OSBS_026-M-30-39.5-20160418-GEN-DNA1"	"BMI_Plate67WellC11"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	6.9	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T134255Z"
"2612"	"183040a0-3bb0-4fb5-be57-0006fce7ac4c"	"D03"	"OSBS"	"OSBS_027"	"OSBS_027.basePlot.bgc"	"Battelle Applied Genomics"	2016-04-19 13:30:00	2018-06-11	"OSBS_027-M-24-31-20160419-GEN"	NA	"OSBS_027-M-24-31-20160419-GEN-DNA1"	"BMI_Plate67WellC12"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	17	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T134255Z"
"2614"	"f3e3bfe1-0c2f-47ed-931d-0256b3abda8d"	"D03"	"OSBS"	"OSBS_003"	"OSBS_003.basePlot.bgc"	"Battelle Applied Genomics"	2016-04-19 15:55:00	2018-06-11	"OSBS_003-M-15.5-7.5-20160419-GEN"	NA	"OSBS_003-M-15.5-7.5-20160419-GEN-DNA1"	"BMI_Plate67WellC8"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	51	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T134255Z"
"2615"	"c7ed75b1-7c1b-4489-a73d-1f7175233735"	"D03"	"OSBS"	"OSBS_003"	"OSBS_003.basePlot.bgc"	"Battelle Applied Genomics"	2016-04-19 16:07:00	2018-06-11	"OSBS_003-M-1.5-34-20160419-GEN"	NA	"OSBS_003-M-1.5-34-20160419-GEN-DNA1"	"BMI_Plate67WellC7"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	30	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T134255Z"
"2616"	"f3e83b97-5011-4e74-a947-54ca88b8025d"	"D03"	"OSBS"	"OSBS_023"	"OSBS_023.basePlot.bgc"	"Battelle Applied Genomics"	2016-04-20 12:50:00	2018-10-02	"OSBS_023-O-8.5-0.5-20160420-GEN"	NA	"OSBS_023-O-8.5-0.5-20160420-GEN-DNA2"	"BMI_Plate75WellC4"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	30	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T134255Z"
"2617"	"7ef3fa5c-1436-4907-b7d3-ee9c9480fad6"	"D03"	"OSBS"	"OSBS_001"	"OSBS_001.basePlot.bgc"	"Battelle Applied Genomics"	2016-04-20 16:30:00	2018-06-11	"OSBS_001-M-30-2-20160420-GEN"	NA	"OSBS_001-M-30-2-20160420-GEN-DNA1"	"BMI_Plate67WellC6"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	23	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T134255Z"
"2618"	"e8b6946b-3b6a-4e38-a351-b04a715e8807"	"D03"	"OSBS"	"OSBS_001"	"OSBS_001.basePlot.bgc"	"Battelle Applied Genomics"	2016-04-20 16:53:00	2018-06-11	"OSBS_001-M-13.5-32-20160420-GEN"	NA	"OSBS_001-M-13.5-32-20160420-GEN-DNA1"	"BMI_Plate67WellC5"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	21	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T134255Z"
"2621"	"d25f12a3-d3e3-41ef-bca0-11233dd52991"	"D03"	"OSBS"	"OSBS_029"	"OSBS_029.basePlot.bgc"	"Battelle Applied Genomics"	2016-08-22 14:53:00	2018-05-22	"OSBS_029-M-1-16.5-20160822-GEN"	NA	"OSBS_029-M-1-16.5-20160822-GEN-DNA1"	"BMI_Plate66WellD8"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	0.8	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T140556Z"
"2623"	"67037ddb-288f-4355-8d6c-35a8a54059de"	"D03"	"OSBS"	"OSBS_026"	"OSBS_026.basePlot.bgc"	"Battelle Applied Genomics"	2016-08-22 16:22:00	2018-10-02	"OSBS_026-M-3.5-7.5-20160822-GEN"	NA	"OSBS_026-M-3.5-7.5-20160822-GEN-DNA2"	"BMI_Plate75WellB8"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	2.6	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T140556Z"
"2625"	"29c64cb9-61d5-4051-8a2b-ce4c35629c92"	"D03"	"OSBS"	"OSBS_026"	"OSBS_026.basePlot.bgc"	"Battelle Applied Genomics"	2016-08-22 16:38:00	2018-10-02	"OSBS_026-M-18.5-37-20160822-GEN"	NA	"OSBS_026-M-18.5-37-20160822-GEN-DNA2"	"BMI_Plate75WellB6"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	3.4	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T140556Z"
"2627"	"bdda6c54-628c-4838-b295-7fca50fdeeb6"	"D03"	"OSBS"	"OSBS_023"	"OSBS_023.basePlot.bgc"	"Battelle Applied Genomics"	2016-08-23 13:20:00	2018-10-02	"OSBS_023-O-34-31.5-20160823-GEN"	NA	"OSBS_023-O-34-31.5-20160823-GEN-DNA2"	"BMI_Plate75WellB4"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	27	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T140556Z"
"2629"	"e4689690-f9ac-4c20-9279-c1521abb4499"	"D03"	"OSBS"	"OSBS_023"	"OSBS_023.basePlot.bgc"	"Battelle Applied Genomics"	2016-08-23 13:48:00	2018-05-22	"OSBS_023-O-13-6.5-20160823-GEN"	NA	"OSBS_023-O-13-6.5-20160823-GEN-DNA1"	"BMI_Plate66WellC1"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	3.1	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T140556Z"
"2630"	"7c292be1-b5fd-4cfc-bc8e-f06db4e50c7f"	"D03"	"OSBS"	"OSBS_023"	"OSBS_023.basePlot.bgc"	"Battelle Applied Genomics"	2016-08-23 14:04:00	2018-10-02	"OSBS_023-O-3-29-20160823-GEN"	NA	"OSBS_023-O-3-29-20160823-GEN-DNA2"	"BMI_Plate75WellB3"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	34	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T140556Z"
"2631"	"566869df-21c2-474b-b06d-c75de2d991ef"	"D03"	"OSBS"	"OSBS_022"	"OSBS_022.basePlot.bgc"	"Battelle Applied Genomics"	2016-08-23 15:22:00	2018-05-22	"OSBS_022-O-10.5-39.5-20160823-GEN"	NA	"OSBS_022-O-10.5-39.5-20160823-GEN-DNA1"	"BMI_Plate66WellB7"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	8.9	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T140556Z"
"2633"	"7a52262b-f619-4b60-809d-c437e31fa6cc"	"D03"	"OSBS"	"OSBS_022"	"OSBS_022.basePlot.bgc"	"Battelle Applied Genomics"	2016-08-23 15:45:00	2018-05-22	"OSBS_022-O-7-16-20160823-GEN"	NA	"OSBS_022-O-7-16-20160823-GEN-DNA1"	"BMI_Plate66WellB12"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	7.6	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T140556Z"
"2634"	"7a690a08-7836-42c2-9508-7c4d14a83692"	"D03"	"OSBS"	"OSBS_022"	"OSBS_022.basePlot.bgc"	"Battelle Applied Genomics"	2016-08-23 15:53:00	2018-05-22	"OSBS_022-O-32.5-30-20160823-GEN"	NA	"OSBS_022-O-32.5-30-20160823-GEN-DNA1"	"BMI_Plate66WellB10"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	7.3	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T140556Z"
"2635"	"bf347a24-14f3-4e59-875c-ac9c09adf955"	"D03"	"OSBS"	"OSBS_003"	"OSBS_003.basePlot.bgc"	"Battelle Applied Genomics"	2016-08-23 17:23:00	2018-05-22	"OSBS_003-M-26-37-20160823-GEN"	NA	"OSBS_003-M-26-37-20160823-GEN-DNA1"	"BMI_Plate66WellA10"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	0.5	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T140556Z"
"2638"	"07668093-943a-493d-9bf5-3ef9afc11bb2"	"D03"	"OSBS"	"OSBS_001"	"OSBS_001.basePlot.bgc"	"Battelle Applied Genomics"	2016-08-24 13:36:00	2018-05-22	"OSBS_001-O-23.5-33-20160824-GEN"	NA	"OSBS_001-O-23.5-33-20160824-GEN-DNA1"	"BMI_Plate65WellH10"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	8.4	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T140556Z"
"2641"	"d928359b-e240-4a8f-b0f9-afafff1597f7"	"D03"	"OSBS"	"OSBS_001"	"OSBS_001.basePlot.bgc"	"Battelle Applied Genomics"	2016-08-24 14:04:00	2018-05-22	"OSBS_001-O-38-11-20160824-GEN"	NA	"OSBS_001-O-38-11-20160824-GEN-DNA1"	"BMI_Plate65WellH11"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	3.6	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T140556Z"
"2642"	"01bb03f4-e655-443d-9af5-28746f681930"	"D03"	"OSBS"	"OSBS_005"	"OSBS_005.basePlot.bgc"	"Battelle Applied Genomics"	2016-08-24 15:54:00	2018-05-22	"OSBS_005-O-20.5-7.5-20160824-GEN"	NA	"OSBS_005-O-20.5-7.5-20160824-GEN-DNA1"	"BMI_Plate66WellB3"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	3.1	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T140556Z"
"2644"	"cffe97a4-c286-4d2a-861b-3521cdb22cd3"	"D03"	"OSBS"	"OSBS_005"	"OSBS_005.basePlot.bgc"	"Battelle Applied Genomics"	2016-08-24 16:06:00	2018-05-22	"OSBS_005-O-9-10.5-20160824-GEN"	NA	"OSBS_005-O-9-10.5-20160824-GEN-DNA1"	"BMI_Plate66WellB6"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	5.9	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T140556Z"
"2647"	"8df39cca-4951-40b8-aeab-bbfe9bffff8d"	"D03"	"OSBS"	"OSBS_031"	"OSBS_031.basePlot.bgc"	"Battelle Applied Genomics"	2016-08-25 13:35:00	2018-05-22	"OSBS_031-M-34.5-14-20160825-GEN"	NA	"OSBS_031-M-34.5-14-20160825-GEN-DNA1"	"BMI_Plate66WellE3"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	1	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T140556Z"
"2652"	"a4bb5bf8-5cb9-4cd6-a08c-6421072e099e"	"D03"	"OSBS"	"OSBS_027"	"OSBS_027.basePlot.bgc"	"Battelle Applied Genomics"	2016-08-25 14:50:00	2018-05-22	"OSBS_027-M-33-26.5-20160825-GEN"	NA	"OSBS_027-M-33-26.5-20160825-GEN-DNA1"	"BMI_Plate66WellD6"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	4.3	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T140556Z"
"2655"	"d9df8ed3-f833-4b13-912c-e02d2ca0c3bf"	"D03"	"OSBS"	"OSBS_002"	"OSBS_002.basePlot.bgc"	"Battelle Applied Genomics"	2016-08-25 16:08:00	2018-10-02	"OSBS_002-M-35-8.5-20160825-GEN"	NA	"OSBS_002-M-35-8.5-20160825-GEN-DNA2"	"BMI_Plate75WellB2"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	4.2	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T140556Z"
"2656"	"19b12fe8-577b-4098-adca-d5e873cd2897"	"D03"	"OSBS"	"OSBS_002"	"OSBS_002.basePlot.bgc"	"Battelle Applied Genomics"	2016-08-25 16:15:00	2018-10-02	"OSBS_002-M-3-32.5-20160825-GEN"	NA	"OSBS_002-M-3-32.5-20160825-GEN-DNA2"	"BMI_Plate75WellB1"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	1.7	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T140556Z"
"2657"	"c028b12f-1b70-496c-bf29-3b8878468eb5"	"D03"	"OSBS"	"OSBS_026"	"OSBS_026.basePlot.bgc"	"Battelle Applied Genomics"	2016-10-01 13:40:00	2018-06-21	"OSBS_026-M-35-38.5-20161001-GEN"	NA	"OSBS_026-M-35-38.5-20161001-GEN-DNA1"	"BMI_Plate70WellF7"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	1.5	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T131440Z"
"2659"	"b4aacf9f-7381-4b74-bc49-473706ac8185"	"D03"	"OSBS"	"OSBS_029"	"OSBS_029.basePlot.bgc"	"Battelle Applied Genomics"	2016-10-04 12:33:00	2018-06-21	"OSBS_029-M-20-37.5-20161004-GEN"	NA	"OSBS_029-M-20-37.5-20161004-GEN-DNA1"	"BMI_Plate70WellG7"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	2.1	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T131440Z"
"2661"	"a5d40be0-403c-4617-a80a-95a7264a35fc"	"D03"	"OSBS"	"OSBS_026"	"OSBS_026.basePlot.bgc"	"Battelle Applied Genomics"	2016-10-04 13:28:00	2018-06-21	"OSBS_026-M-15.5-31-20161004-GEN"	NA	"OSBS_026-M-15.5-31-20161004-GEN-DNA1"	"BMI_Plate70WellF6"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	2.1	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T131440Z"
"2671"	"8a9bfac4-0de1-4855-a420-eb21adcb5e4d"	"D03"	"OSBS"	"OSBS_022"	"OSBS_022.basePlot.bgc"	"Battelle Applied Genomics"	2016-10-13 13:51:00	2018-06-21	"OSBS_022-O-11-39-20161013-GEN"	NA	"OSBS_022-O-11-39-20161013-GEN-DNA1"	"BMI_Plate70WellE7"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	48	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T131440Z"
"2672"	"1ce0824b-2b89-4432-b048-d617d0d20406"	"D03"	"OSBS"	"OSBS_022"	"OSBS_022.basePlot.bgc"	"Battelle Applied Genomics"	2016-10-13 14:04:00	2018-06-21	"OSBS_022-O-1-14.5-20161013-GEN"	NA	"OSBS_022-O-1-14.5-20161013-GEN-DNA1"	"BMI_Plate70WellF2"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	22	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T131440Z"
"2673"	"7b812d48-1510-4b33-baf9-a0726dc3872a"	"D03"	"OSBS"	"OSBS_003"	"OSBS_003.basePlot.bgc"	"Battelle Applied Genomics"	2016-10-13 14:55:00	2018-06-20	"OSBS_003-M-23-30.5-20161013-GEN"	NA	"OSBS_003-M-23-30.5-20161013-GEN-DNA1"	"BMI_Plate69WellG8"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	4.7	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T131440Z"
"2674"	"23b0908c-f512-42eb-b9d9-2f8c8f46fdd9"	"D03"	"OSBS"	"OSBS_003"	"OSBS_003.basePlot.bgc"	"Battelle Applied Genomics"	2016-10-13 15:05:00	2018-06-20	"OSBS_003-M-1.5-1.5-20161013-GEN"	NA	"OSBS_003-M-1.5-1.5-20161003-GEN-DNA1"	"BMI_Plate69WellF9"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	2.3	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T131440Z"
"2679"	"7eeb825b-780a-416f-9a30-f0a314541ec2"	"D03"	"OSBS"	"OSBS_001"	"OSBS_001.basePlot.bgc"	"Battelle Applied Genomics"	2016-10-14 12:43:00	2018-06-20	"OSBS_001-O-29.5-37.5-20161014-GEN"	NA	"OSBS_001-O-29.5-37.5-20161014-GEN-DNA1"	"BMI_Plate69WellB9"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	44	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T131440Z"
"2681"	"638d1e29-0477-48eb-a7a5-282757e9d01b"	"D03"	"OSBS"	"OSBS_001"	"OSBS_001.basePlot.bgc"	"Battelle Applied Genomics"	2016-10-14 13:06:00	2018-06-20	"OSBS_001-O-2-28-20161014-GEN"	NA	"OSBS_001-O-2-28-20161014-GEN-DNA1"	"BMI_Plate69WellA9"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	22	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T131440Z"
"2682"	"ebbb3041-04b5-4237-82af-d191321b4f02"	"D03"	"OSBS"	"OSBS_005"	"OSBS_005.basePlot.bgc"	"Battelle Applied Genomics"	2016-10-14 14:17:00	2018-06-20	"OSBS_005-M-36-5-20161014-GEN"	NA	"OSBS_005-M-36-5-20161014-GEN-DNA1"	"BMI_Plate69WellH9"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	7.5	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T131440Z"
"2683"	"e5fa0d9c-879e-4f7f-aace-6588e60811f3"	"D03"	"OSBS"	"OSBS_005"	"OSBS_005.basePlot.bgc"	"Battelle Applied Genomics"	2016-10-14 14:23:00	2018-06-20	"OSBS_005-M-1.5-0-20161014-GEN"	NA	"OSBS_005-M-1.5-0-20161014-GEN-DNA1"	"BMI_Plate69WellH8"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	6.7	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T131440Z"
"2684"	"9c2fb0f0-9303-4c67-b399-5ad41b16c182"	"D03"	"OSBS"	"OSBS_002"	"OSBS_002.basePlot.bgc"	"Battelle Applied Genomics"	2016-10-14 15:55:00	2018-06-20	"OSBS_002-M-0-19-20161014-GEN"	NA	"OSBS_002-M-0-19-20161014-GEN-DNA1"	"BMI_Plate69WellD9"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	3	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T131440Z"
"2685"	"7475b6fc-d19c-41df-9521-daebac896889"	"D03"	"OSBS"	"OSBS_002"	"OSBS_002.basePlot.bgc"	"Battelle Applied Genomics"	2016-10-14 16:09:00	2018-06-20	"OSBS_002-M-9.5-28-20161014-GEN"	NA	"OSBS_002-M-9.5-28-20161014-GEN-DNA1"	"BMI_Plate69WellF8"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	3.5	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T131440Z"
"2686"	"39b63529-44da-4620-971b-348f64d69305"	"D03"	"OSBS"	"OSBS_002"	"OSBS_002.basePlot.bgc"	"Battelle Applied Genomics"	2016-10-14 16:12:00	2018-06-20	"OSBS_002-M-23.5-6-20161014-GEN"	NA	"OSBS_002-M-23.5-6-20161014-GEN-DNA1"	"BMI_Plate69WellE9"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	2.7	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T131440Z"
"2688"	"c643f36c-b65e-4111-9c26-476677c0fe04"	"D03"	"OSBS"	"OSBS_029"	"OSBS_029.basePlot.bgc"	"Battelle Applied Genomics"	2017-04-05 15:08:00	2018-05-22	"OSBS_029-M-8-37.5-20170405-GEN"	NA	"OSBS_029-M-8-37.5-20170405-GEN-DNA1"	"BMI_Plate66WellE1"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	0.5	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T134309Z"
"2690"	"a216cc29-156a-44b6-9639-1b666c083488"	"D03"	"OSBS"	"OSBS_026"	"OSBS_026.basePlot.bgc"	"Battelle Applied Genomics"	2017-04-05 16:01:00	2018-10-02	"OSBS_026-M-2-5.5-20170405-GEN"	NA	"OSBS_026-M-2-5.5-20170405-GEN-DNA2"	"BMI_Plate75WellB7"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	3.7	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T134309Z"
"2691"	"d413b210-4bdf-4a5f-a700-3683e581fa13"	"D03"	"OSBS"	"OSBS_026"	"OSBS_026.basePlot.bgc"	"Battelle Applied Genomics"	2017-04-05 16:24:00	2018-10-02	"OSBS_026-M-11-30-20170405-GEN"	NA	"OSBS_026-M-11-30-20170405-GEN-DNA2"	"BMI_Plate75WellB5"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	3.7	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T134309Z"
"2692"	"3b8df81c-9be5-4aba-9a71-02d24ccf7ca8"	"D03"	"OSBS"	"OSBS_031"	"OSBS_031.basePlot.bgc"	"Battelle Applied Genomics"	2017-04-05 17:50:00	2018-05-22	"OSBS_031-M-7.5-34-20170405-GEN"	NA	"OSBS_031-M-7.5-34-20170405-GEN-DNA1"	"BMI_Plate66WellE7"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	0.7	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T134309Z"
"2695"	"14715dc2-f093-4e3c-84f7-2d454851ed54"	"D03"	"OSBS"	"OSBS_027"	"OSBS_027.basePlot.bgc"	"Battelle Applied Genomics"	2017-04-05 18:41:00	2018-05-22	"OSBS_027-M-13-3.5-20170405-GEN"	NA	"OSBS_027-M-13-3.5-20170405-GEN-DNA1"	"BMI_Plate66WellD2"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	0.7	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T134309Z"
"2696"	"17ea4a41-b036-4af7-a428-96a3b654cd97"	"D03"	"OSBS"	"OSBS_027"	"OSBS_027.basePlot.bgc"	"Battelle Applied Genomics"	2017-04-05 18:58:00	2018-05-22	"OSBS_027-M-32.5-4.5-20170405-GEN"	NA	"OSBS_027-M-32.5-4.5-20170405-GEN-DNA1"	"BMI_Plate66WellD5"	"marker gene"	"BMI_dnaExtractionSOP_v1"	"soil"	0.25	1.2	NA	"Quantus"	"N"	"Pass"	"tZMPGFY0j845HHhOVApj3g=="	NA	NA	"20200407T134309Z"
